grade,klasse,4
grain,korn,4
graphic,grafisk,4
handle,håndtere,4
harbor,havn,4
hedge,hæk,4
hell,helvede,4
hip,hofte,4
honey,honning,4
hot,varm,4
hour,time,4
income,indkomst,4
italian,Italiensk,4
italy,Italien,4
jaw,kæbe,4
jump,hoppe,4
kangaroo,kænguru,4
kick,spark,4
kitchen,køkken,4
kite,drage,4
kitten,killing,4
lake,sø,4
lead,bly,4
leather,læder,4
lentil,linser,4
level,niveau,4
light,lys,4
loaf,brød,4
look,se,4
loss,tab,4
lynx,Los,4
mail,post,4
meat,kød,4
mist,tåge,4
mitten,vante,4
money,penge,4
musician,musiker,4
neck,hals,4
need,brug,4
needle,nål,4
nephew,nevø,4
nest,reden,4
northamerica,Nordamerika,4
novel,roman,4
orchestra,orkester,4
ostrich,struds,4
pancake,pandekage,4
part,del,4
pastor,præst,4
peripheral,perifer,4
pharmacist,farmaceut,4
pheasant,fasan,4
pike,gedde,4
pine,fyr,4
pisces,Fiskene,4
plane,fly,4
plantation,plantage,4
play,spille,4
pocket,lomme,4
politician,politiker,4
pond,dam,4
postage,porto,4
push,skub,4
quality,kvalitet,4
rabbit,kanin,4
rainbow,regnbue,4
reading,læsning,4
refund,refusion,4
reindeer,rensdyr,4
riddle,gåde,4
road,vej,4
rock,sten,4
romania,rumænien,4
roof,tag,4
rowboat,robåd,4
save,gem,4
scent,duft,4
school,skole,4
seat,plads,4
seed,frø,4
shade,nuance,4
shake,ryste,4
shelf,hylde,4
shirt,skjorte,4
shock,stød,4
sidecar,sidevogn,4
skin,hud,4
sleep,søvn,4
sneeze,nyse,4
soda,sodavand,4
sort,slags,4
sound,lyd,4
space,plads,4
sparrow,spurv,4
spoon,ske,4
sprout,spire,4
star,stjerne,4
steam,damp,4
step,trin,4
stepdaughter,steddatter,4
stepmother,stedmor,4
stick,Pind,4
story,historie,4
sunshine,solskin,4
surfboard,surfbræt,4
tanker,tankskib,4
team,hold,4
thistle,tidsel,4
thunder,torden,4
tire,dæk,4
toad,tudse,4
tooth,tand,4
tower,tårn,4
town,by,4
trade,handel,4
train,tog,4
trout,ørred,4
turret,tårn,4
twig,kvist,4
uncle,onkel,4
underwear,undertøj,4
unit,enhed,4
use,brug,4
valley,dal,4
value,værdi,4
veil,slør,4
walk,gå,4
wall,væg,4
war,krig,4
wasp,hveps,4
water,vand,4
wave,bølge,4
wax,voks,4
wedge,kile,4
weight,vægt,4
whip,pisk,4
white,hvid,4
whorl,spiral,4
willow,pil,4
wing,fløj,4
witness,vidne,4
wood,træ,4
wool,uld,4
yew,taks,4
yoke,åg,4
account,konto,5
anger,vrede,5
angle,vinkel,5
appliance,apparat,5
archaeology,arkæologi,5
area,område,5
asterisk,stjerne,5
attack,angreb,5
